Date,Open,High,Low,Close,Volume
2020-09-21,321.1757528356409,322.5858816565804,317.2608984204459,322.4281005859375,99450800
2020-09-22,324.00590339064297,326.3035245593641,321.3335258215225,325.71185302734375,63612100
2020-09-23,326.3034738117075,326.59932457853824,317.6257263372104,318.1582336425781,93112200
2020-09-24,316.75795912778887,322.26043453988785,315.3576709963093,319.00628662109375,76681300
2020-09-25,318.0990705352145,325.0018344586908,317.1721556373743,324.1636657714844,71069400
2020-09-28,328.5912635314544,330.30708367295597,327.53611961042645,329.54779052734375,64584600
2020-09-29,329.33089354519973,330.1197688744828,327.0135308866416,327.75311279296875,51304000
2020-09-30,328.4630836696316,333.5908631389033,328.2560091803417,330.23809814453125,104081100
2020-10-01,332.9991802202797,334.034582724861,330.3564150878226,332.35821533203125,88698700
2020-10-02,327.0924093539584,332.32864640908394,326.58948406938464,329.2026672363281,89431100
2020-10-05,331.3918201015736,335.2376395538446,331.34252668428167,335.0404357910156,45713100
2020-10-06,335.18836120367746,337.4169774888198,329.7351788662331,330.27752685546875,90128900
2020-10-07,333.4232077949816,336.8844604045494,333.3936257253982,336.02655029296875,56999600
2020-10-08,338.0875034166421,339.07361249465845,337.11123496571656,339.00457763671875,45242500
2020-10-09,340.75986272214715,342.52500646085673,340.09918646880766,342.0319519042969,59528600
2020-10-12,344.73390785946634,349.10236434537455,344.21127119290924,347.5344543457031,80388500
2020-10-13,347.38651650992364,347.5738796485555,344.2408260375204,345.2663879394531,73255500
2020-10-14,345.87778941177817,347.0413910032858,342.31794977326825,343.0969543457031,57727900
2020-10-15,338.9355506786393,343.1856784964583,338.36362064127013,342.67291259765625,60357700
2020-10-16,344.11263623745145,345.8777800200158,342.2784876864374,342.4658508300781,89501900
2020-10-19,343.8069346220324,344.4774815932599,336.3026587521292,337.2591857910156,68425600
2020-10-20,338.68901342399806,342.06151969126057,337.88042685618524,338.6101379394531,60051900
2020-10-21,338.5608186216578,340.86834036100174,337.6437443958725,337.96917724609375,63575000
2020-10-22,338.1959546349378,340.4442820869514,335.91804511488425,339.8230285644531,55399300
2020-10-23,341.124716988301,341.1838811273713,338.36362351947776,340.976806640625,49143900
2020-10-26,337.377527579755,338.21572637418706,330.9579473970729,334.67559814453125,91473000
2020-10-27,335.04040584778335,335.39539064534665,333.29497364545443,333.52178955078125,65994100
2020-10-28,327.4868419804457,333.5514069980414,321.59976938045884,322.1224060058594,127094300
2020-10-29,322.3689087869177,328.76874680489306,320.57418311771175,325.3962707519531,90597700
2020-10-30,323.71990964163825,325.1103271504408,318.1188169079769,322.00408935546875,120287300
2020-11-02,325.6132507324219,327.7432199967615,322.6943460046059,325.6132507324219,86068300
2020-11-03,329.0547519418463,333.55140708440473,325.7019869802772,331.36224365234375,93294200
2020-11-04,336.1251186748049,343.1067876497915,334.87277100631616,338.7679138183594,126959700
2020-11-05,344.3887078649387,347.29774153970055,344.01398161870804,345.37481689453125,82039700
2020-11-06,345.0691740478018,346.6272433861993,342.82084634777834,345.2959899902344,74973000
2020-11-09,358.91411654600796,359.31842487271916,349.14177212909294,349.63482666015625,172304200
2020-11-10,348.57966178715975,350.2461884094674,345.64107621861086,349.1220397949219,85552000
2020-11-11,351.4492769375684,352.59316710388447,350.1278943558745,351.7155456542969,58649000
2020-11-12,350.6406626331744,351.764841458853,346.3806941668879,348.3035888671875,67546200
2020-11-13,350.33493553127806,353.9145160360344,349.7827168957207,353.1256408691406,62892200
2020-11-16,355.9656899245192,357.74067434769853,354.5949837682856,357.5335998535156,74541100
2020-11-17,354.9697223083505,356.89264724454097,353.3623595318661,355.6106872558594,66111000
2020-11-18,355.89665326716295,356.4784540484229,351.2915103429468,351.3309631347656,70591300
2020-11-19,350.66037863889096,353.2045267063422,349.230508501598,352.8100891113281,59940900
2020-11-20,352.53400451738844,352.75094972391486,350.31525903441184,350.3941345214844,70417300
2020-11-23,352.3170449445939,353.8356613283547,349.9405184907172,352.4945373535156,63230600
2020-11-24,355.2063926907968,358.756391891344,354.2991890634523,358.1745910644531,62415900
2020-11-25,358.0857869139598,358.1153689819424,356.4587129875942,357.622314453125,45330900
2020-11-27,358.78596888006007,359.1212423979074,357.54346165405883,358.61834716796875,28514100
2020-11-30,357.7899327819714,358.0759128322259,354.1808001473267,357.0306396484375,83872700
2020-12-01,360.4919073932594,362.57258312900706,359.8607831304578,360.9356384277344,74231400
2020-12-02,359.75231025996703,361.86256797484106,359.1409274649443,361.6949462890625,45927000
2020-12-03,361.5864732732861,363.0755076265821,360.42287177157743,361.5963439941406,62882000
2020-12-04,362.21760851364843,364.71246337890625,362.1189915830977,364.71246337890625,50749900
2020-12-07,363.8939473224152,364.48561876549724,362.6120176071205,363.9629821777344,48944300
2020-12-08,362.6120055128279,365.62949666887755,362.5627120999067,365.0279846191406,42458900
2020-12-09,365.72813823815113,365.89575992830777,360.86662772503814,361.7541198730469,74098300
2020-12-10,360.29467918999404,362.75008123359265,359.36773422300064,361.63580322265625,57735400
2020-12-11,359.8312147144259,361.6456518983331,358.21401139354316,361.2117614746094,57698600
2020-12-14,363.5192684589779,364.66312851804986,359.40718032291437,359.59454345703125,69216200
2020-12-15,362.29644303778633,364.4560241699219,360.8370209678323,364.4560241699219,63865300
2020-12-16,364.68284044771616,366.00422290678654,363.74602485294383,365.0279846191406,58420500
2020-12-17,366.7734236901101,367.2861895920669,365.8957721398626,367.0692443847656,64119500
2020-12-18,367.37624457082063,367.55449357494814,363.46449794480515,365.60357666015625,136542300
2020-12-21,361.43436867799744,374.7936751621631,358.5228473946938,364.2963562011719,96386700
2020-12-22,364.6429774341546,364.76181010525056,362.4841033174035,363.682373046875,47949000
2020-12-23,364.71229922881474,366.03931439925617,363.6625703593321,364.0091857910156,46201400
2020-12-24,364.51422266128316,365.4550316533438,363.89035115395563,365.4253234863281,26457900
2020-12-28,368.13877886390816,368.98055057853543,367.4752863775359,368.56463623046875,39000400
2020-12-29,370.18872118241535,370.37688297922415,367.2375789889393,367.8614807128906,53680500
2020-12-30,368.7329679728792,369.48561517523063,367.9704381960349,368.3863525390625,49455300
2020-12-31,368.17839426588836,371.0304992115912,367.6337344586208,370.258056640625,78520700
